Codigo;Nombre;CodigoPadre
Y803;APARATOS DE MEDICINA FISICA ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS);Y80
Y808;APARATOS DE MEDICINA FISICA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE;Y80
Y81;DISPOSITIVOS DE CIRUGIA GENERAL Y PLASTICA, ASOCIADOS CON INCIDENTES ADVERSOS;NULL
Y810;DISPOSITIVOS DE CIRUGIA GENERAL Y PLASTICA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO;Y81
Y811;DISPOSITIVOS DE CIRUGIA GENERAL Y PLASTICA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION;Y81
Y812;DISPOSITIVOS DE CIRUGIA GENERAL Y PLASTICA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS;Y81
Y813;DISPOSITIVOS DE CIRUGIA GENERAL Y PLASTICA ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS);Y81
Y818;DISPOSITIVOS DE CIRUGIA GENERAL Y PLASTICA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE;Y81
Y82;OTROS DISPOSITIVOS MEDICOS Y LOS NO ESPECIFICADOS, ASOCIADOS CON INCIDENTES ADVERSOS;NULL
Y820;OTROS DISPOSITIVOS MEDICOS, Y LOS NO ESPECIFICADOS, ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO;Y82
Y821;OTROS DISPOSITIVOS MEDICOS, Y LOS NO ESPECIFICADOS, ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION;Y82
Y822;OTROS DISPOSITIVOS MEDICOS, Y LOS NO ESPECIFICADOS, ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS;Y82
Y823;OTROS DISPOSITIVOS MEDICOS, Y LOS NO ESPECIFICADOS, ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS);Y82
Y828;OTROS DISPOSITIVOS MEDICOS, Y LOS NO ESPECIFICADOS, ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE;Y82
Y83;CIRUGIA Y OTROS PROCEDIMIENTOS QUIRURGICOS, COMO LA CAUSA DE REACCION ANORMAL DEL PACIENTE O DE COMPLICACIÓN POSTERIOR, SIN MENCION DE INCIDENTE EN EL MOMENTO DE EFECTUAR EL PROCEDIMIENTO;NULL
Y830;OPERACIÓN QUIRURGICA CON TRASPLANTE DE UN ORGANO COMPLETO;Y83
Y831;OPERACIÓN QUIRURGICA CON IMPLANTE DE UN DISPOSITIVO ARTIFICIAL INTERNO;Y83
Y832;OPERACIÓN QUIRURGICA CON ANASTOMOSIS, DERIVACION O INJERTO;Y83
Y833;OPERACIÓN QUIRURGICA CON FORMACION DE ESTOMA EXTERNO;Y83
Y834;OTRA CIRUGIA RECONSTRUCTIVA;Y83
Y835;AMPUTACION DE MIEMBRO(S);Y83
Y836;REMOCION DE OTRO ORGANO (PARCIAL) (TOTAL);Y83
Y838;OTROS PROCEDIMIENTOS QUIRURGICOS;Y83
Y839;PROCEDIMIENTO QUIRURGICO NO ESPECIFICADO;Y83
Y84;OTROS PROCEDIMIENTOS MEDICOS, COMO LA CAUSA DE REACCION ANORMAL DEL PACIENTE O DE COMPLICACIÓN POSTERIOR, SIN MENCION DE INCIDENTE EN EL MOMENTO DE EFECTUAR LE PROCEDIMIENTO;NULL
Y840;CATETERIZACION CARDIACA;Y84
Y841;DIALISIS RENAL;Y84
Y842;PROCEDIMIENTO RADIOLOGICO Y RADIOTERAPIA;Y84
Y843;TERAPIA POR CHOQUE;Y84
Y844;ASPIRACION DE LIQUIDOS;Y84
Y845;INSERCION DE SONDA GASTRICA O DUODENAL;Y84
Y846;CATETERIZACION URINARIA;Y84
Y847;MUESTRA DE SANGRE;Y84
Y848;OTROS PROCEDIMIENTOS MEDICOS;Y84
Y849;PROCEDIMIENTO MEDICO NO ESPECIFICADO;Y84
Y85;SECUELAS DE ACCIDENTE DE TRANSPORTE;NULL
Y850;SECUELAS DE ACCIDENTE DE VEHICULO DE MOTOR;Y85
Y859;SECUELAS DE OTROS ACCIDENTES DE TRANSPORTE, Y LOS NO ESPECIFICADOS;Y85
Y86;SECUELAS DE OTROS ACCIDENTES;NULL
Y87;SECUELAS DE LESIONES AUTOINFLIGIDAS INTENCIONALMENTE, AGRESIONES Y EVENTOS DE INTENCION NO DETERMINADA;NULL
Y870;SECUELAS DE LESIONES AUTOINFLIGIDAS;Y87
Y871;SECUELAS DE AGRESIONES;Y87
Y872;SECUELAS DE EVENTOS DE INTENCION NO DETERMINADA;Y87
Y88;SECUELAS CON ATENCION MEDICA Y QUIRURGICA COMO CAUSA EXTERNA;NULL
Y880;SECUELAS DE EFECTOS ADVERSOS CAUSADOS POR DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN SU USO TERAPEUTICO;Y88
Y881;SECUELAS DE INCIDENTES OCURRIDOS AL PACIENTE DURANTE PROCEDIMIENTOS MEDICOS Y QUIRURGICOS;Y88
Y882;SECUELAS DE INCIDENTES ADVERSOS ASOCIADOS CON DISPOSITIVOS MEDICOS EN USO DIAGNOSTICO Y TERAPEUTICO;Y88
Y883;SECUELAS DE PROCEDIMIENTOS MEDICOS Y QUIRURGICOS COMO LA CAUSA DE REACCION ANORMAL DEL PACIENTE O DE COMPLICACION POSTERIOR, SIN MENCION DE INCIDENTE EN EL MOMENTO DE EFECTUAR EL PROCEDIMIENTO;Y88
Y89;SECUELAS DE OTRAS CAUSAS EXTERNAS;NULL
Y890;SECUELAS DE INTERVENCION LEGAL;Y89
Y891;SECUELAS DE OPERACIONES DE GUERRA;Y89
Y899;SECUELAS DE CAUSA EXTERNA NO ESPECIFICADA;Y89
Y90;EVIDENCIA ALCOHOLISMO DETERMINADA POR EL NIVEL DE ALCOHOL EN LA SANGRE;NULL
Y900;NIVEL DE ALCOHOL EN LA SANGRE MENOR DE 20 mg/100 ml;Y90
Y901;NIVEL DE ALCOHOL EN LA SANGRE DE 20 A 39 mg/100 ml;Y90
Y902;NIVEL DE ALCOHOL EN LA SANGRE DE 40 A 59 mg/100 ml;Y90
Y903;NIVEL DE ALCOHOL EN LA SANGRE DE 60 A 79 mg/100 ml;Y90
Y904;NIVEL DE ALCOHOL EN LA SANGRE DE 80 A 99 mg/100 ml;Y90
Y905;NIVEL DE ALCOHOL EN LA SANGRE DE 100 A 119 mg/100 ml;Y90
Y906;NIVEL DE ALCOHOL EN LA SANGRE DE 120 A 199 mg/100 ml;Y90
Y907;NIVEL DE ALCOHOL EN LA SANGRE DE 200 A 239 mg/100 ml;Y90
Y908;NIVEL DE ALCOHOL EN LA SANGRE DE 240 mg/100 ml O MAS;Y90
Y909;PRESENCIA DE ALCOHOL EN LA SANGRE, NIVEL NO ESPECIFICADO;Y90
Y91;EVIDENCIA DE ALCOHOLISMO DETERMINADA POR EL NIVEL DE INTOXICACION;NULL
Y910;INTOXICACION ALCOHOLICA LEVE;Y91
Y911;INTOXICACION ALCOHOLICA MODERADA;Y91
Y912;INTOXICACION ALCOHOLICA SEVERA;Y91
Y913;INTOXICACION ALCOHOLICA MUY SEVERA;Y91
Y919;ALCOHOLISMO, NIVEL DE INTOXICACION NO ESPECIFICADO;Y91
Y95;AFECCION NOSOCOMIAL;NULL
Y96;AFECCION RELACIONADA CON EL TRABAJO;NULL
Y97;AFECCION RELACIONADA CON LA CONTAMINACION AMBIENTAL;NULL
Y98;AFECCION RELACIONADA CON ESTILO DE VIDA;NULL
Z00;EXAMEN GENERAL E INVESTIGACION DE PERSONAS SIN QUEJAS O SIN DIAGNOSTICO INFORMADO;NULL
Z000;EXAMEN MEDICO GENERAL;Z00
Z001;CONTROL DE SALUD DE RUTINA DEL NIÑO;Z00
Z002;EXAMEN DURANTE EL PERIODO DE CRECIMIENTO RAPIDO EN LA INFANCIA;Z00
Z003;EXAMEN DEL ESTADO DE DESARROLLO DEL ADOLESCENTE;Z00
Z004;EXAMEN PSIQUIATRICO GENERAL, NO CLASIFICADO EN OTRA PARTE;Z00
Z005;EXAMEN DE DONANTE POTENCIAL DE ORGANO O TEJIDO;Z00
Z006;EXAMEN PARA COMPARACION Y CONTROL NORMALES EN PROGRAMA DE INVESTIGACION CLINICA;Z00
Z008;OTROS EXAMENES GENERALES;Z00
Z01;OTROS EXAMENES ESPECIALES PERSONAS SIN QUEJAS O SIN DIAGNOSTICO INFORMADO;NULL
Z010;EXAMEN DE OJOS Y DE LA VISION;Z01
Z011;EXAMEN DE OIDOS Y DE LA AUDICION;Z01
Z012;EXAMEN ODONTOLOGICO;Z01
Z013;EXAMEN DE LA PRESION SANGUINEA;Z01
Z014;EXAMEN GINECOLOGICO (GENERAL) (DE RUTINA);Z01
Z015;PRUEBAS DE SENSIBILIZACION Y DIAGNOSTICO CUTANEO;Z01
Z016;EXAMEN RADIOLOGICO, NO CLASIFICADO EN OTRA PARTE;Z01
Z017;EXAMEN DE LABORATORIO;Z01
Z018;OTROS EXAMENES ESPECIALES ESPECIFICADOS;Z01
Z019;EXAMEN ESPECIAL NO ESPECIFICADO;Z01
Z02;EXAMENES Y CONTACTOS FINES ADMINISTRATIVOS;NULL
Z020;EXAMEN PARA ADMISION A INSTITUCIONES EDUCATIVAS;Z02
Z021;EXAMEN PREEMPLEO;Z02
Z022;EXAMEN PARA ADMISION A INSTITUCIONES RESIDENCIALES;Z02
Z023;EXAMEN PARA RECLUTAMIENTO EN LAS FUERZAS ARMADAS;Z02
Z024;EXAMEN PARA OBTENCION DE LICENCIA DE CONDUCIR;Z02
Z025;EXAMEN PARA PARTICIPACION EN COMPETENCIAS DEPORTIVAS;Z02
Z026;EXAMEN PARA FINES DE SEGUROS;Z02
Z027;EXTENSION DE CERTIFICADO MEDICO;Z02
Z028;OTROS EXAMENES PARA FINES ADMINISTRATIVOS;Z02
Z029;EXAMEN PARA FINES ADMINISTRATIVOS, NO ESPECIFICADO;Z02
Z03;OBSERVACION Y EVALUACION MEDICAS POR SOSPECHA DE ENFERMEDADES Y AFECCIONES;NULL
Z030;OBSERVACION POR SOSPECHA DE TUBERCULOSIS;Z03
Z031;OBSERVACION POR SOSPECHA DE TUMOR MALIGNO;Z03
Z032;OBSERVACION POR SOSPECHA DE TRASTORNO MENTAL Y DEL COMPORTAMIENTO;Z03
Z033;OBSERVACION POR SOSPECHA DE TRASTORNO DEL SISTEMA NERVIOSO;Z03
Z034;OBSERVACION POR SOSPECHA DE INFARTO DE MIOCARDIO;Z03
Z035;OBSERVACION POR SOSPECHA DE OTRAS ENFERMEDADES CARDIOVASCULARES;Z03
Z036;OBSERVACION POR SOSPECHA DE EFECTOS TOXICOS DE SUSTANCIAS INGERIDAS;Z03
Z038;OBSERVACION POR SOSPECHA DE OTRAS ENFERMEDADES Y AFECCIONES;Z03
Z039;OBSERVACION POR SOSPECHA DE ENFERMEDAD O AFECCION NO ESPECIFICADA;Z03
Z04;EXAMEN Y OBSERVACION POR OTRAS RAZONES;NULL
Z040;PRUEBA DE ALCOHOL O DROGAS EN LA SANGRE;Z04
Z041;EXAMEN Y OBSERVACION CONSECUTIVOS A ACCIDENTE DE TRANSPORTE;Z04
Z042;EXAMEN Y OBSERVACION CONSECUTIVOS A ACCIDENTE DE TRABAJO;Z04
Z043;EXAMEN Y OBSERVACION CONSECUTIVOS A OTRO ACCIDENTE;Z04
Z044;EXAMEN Y OBSERVACION CONSECUTIVOS A DENUNCIA DE VIOLACION Y SEDUCCION;Z04
Z045;EXAMEN Y OBSERVACION CONSECUTIVOS A OTRA LESION INFLIGIDA;Z04
Z046;EXAMEN PSIQUIATRICO GENERAL, SOLICITADO POR UNA AUTORIDAD;Z04
Z048;EXAMEN Y OBSERVACION POR OTRAS RAZONES ESPECIFICADAS;Z04
Z049;EXAMEN Y OBSERVACION POR RAZONES NO ESPECIFICADAS;Z04
Z08;EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO POR TUMOR MALIGNO;NULL
Z080;EXAMEN DE SEGUIMIENTO CONSECUTIVO A CIRUGIA POR TUMOR MALIGNO;Z08
Z081;EXAMEN DE SEGUIMIENTO CONSECUTIVO A RADIOTERAPIA POR TUMOR MALIGNO;Z08
Z082;EXAMEN DE SEGUIMIENTO CONSECUTIVO A QUIMIOTERAPIA POR TUMOR MALIGNO;Z08
Z087;EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO COMBINADO POR TUMOR MALIGNO;Z08
Z088;EXAMEN DE SEGUIMIENTO CONSECUTIVO A OTRO TRATAMIENTO POR TUMOR MALIGNO;Z08
Z089;EXAMEN DE SEGUIMIENTO CONSECUTIVO A OTRO TRATAMIENTO NO ESPECIFICADO POR TUMOR MALIGNO;Z08
Z09;EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO POR OTRAS AFECCIONES;NULL
Z090;EXAMEN DE SEGUIMIENTO CONSECUTIVO A CIRUGIA POR OTRAS AFECCIONES;Z09
Z091;EXAMEN DE SEGUIMIENTO CONSECUTIVO A RADIOTERAPIA POR OTRAS AFECCIONES;Z09
Z092;EXAMEN DE SEGUIMIENTO CONSECUTIVO A QUIMIOTERAPIA POR OTRAS AFECCIONES;Z09
Z093;EXAMEN DE SEGUIMIENTO CONSECUTIVO A PSICOTERAPIA;Z09
Z094;EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO DE FRACTURA;Z09
Z097;EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO COMBINADO POR OTRAS AFECCIONES;Z09
Z098;EXAMEN DE SEGUIMIENTO CONSECUTIVO A OTRO TRATAMIENTO POR OTRAS AFECCIONES;Z09
Z099;EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO NO ESPECIFICADO POR OTRAS AFECCIONES;Z09
Z10;CONTROL GENERAL DE SALUD DE RUTINA DE SUBPOPOBLACIONES DEFINIDAS;NULL
Z100;EXAMEN DE SALUD OCUPACIONAL;Z10
Z101;CONTROL GENERAL DE SALUD DE RUTINA DE RESIDENTES DE INSTITUCIONES;Z10
Z102;CONTROL GENERAL DE SALUD DE RUTINA A MIEMBROS DE LAS FUERZAS ARMADAS;Z10
Z103;CONTROL GENERAL DE SALUD DE RUTINA A INTEGRANTES DE EQUIPOS DEPORTIVOS;Z10
Z108;OTROS CONTROLES GENERALES DE SALUD DE RUTINA DE OTRAS SUBPOBLACIONES DEFINIDAS;Z10
Z11;EXAMEN DE PESQUISA ESPECIAL PARA ENFERMEDADES INFECCIOSAS Y PARASITARIAS;NULL
Z110;EXAMEN DE PESQUISA ESPECIAL PARA ENFERMEDADES INFECCIOSAS INTESTINALES;Z11
Z111;EXAMEN DE PESQUISA ESPECIAL PARA TUBERCULOSIS RESPIRATORIA;Z11
Z112;EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES BACTERIANAS;Z11
Z113;EXAMEN DE PESQUISA ESPECIAL PARA INFECCIONES DE TRANSMISION PREDOMINANTEMENTE SEXUAL;Z11
Z114;EXAMEN DE PESQUISA ESPECIAL PARA EL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH];Z11
Z115;EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES VIRALES;Z11
Z116;EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES DEBIDAS A PROTOZOARIOS Y HELMINTOS;Z11
Z118;EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS ESPECIFICADAS;Z11
Z119;EXAMEN DE PESQUISA ESPECIAL PARA ENFERMEDADES INFECCIOSAS Y PARASITARIAS NO ESPECIFICADAS;Z11
Z12;EXAMEN DE PESQUISA ESPECIAL PARA TUMORES;NULL
Z120;EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE ESTOMAGO;Z12
Z121;EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE INTESTINO;Z12
Z122;EXAMEN DE PESQUISA ESPECIAL PARA TUMORES DE ORGANOS RESPIRATORIOS;Z12
Z123;EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE LA MAMA;Z12
Z124;EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DEL CUELLO UTERINO;Z12
Z125;EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE LA PROSTATA;Z12
Z126;EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE LA VEJIGA;Z12
Z128;EXAMEN DE PESQUISA ESPECIAL PARA TUMORES DE OTROS SITIOS;Z12
Z129;EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE SITIO NO ESPECIFICADO;Z12
Z13;EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES Y TRASTORNOS;NULL
Z130;EXAMEN DE PESQUISA ESPECIAL PARA ENFERMEDADES DE LA SANGRE Y ORGANOS HEMATOPOYETICOS Y CIERTOS TRASTORNOS DEL MECANISMO DE LA INMUNIDAD;Z13
Z131;EXAMEN DE PESQUISA ESPECIAL PARA DIABETES MELLITUS;Z13
Z132;EXAMEN DE PESQUISA ESPECIAL PARA TRASTORNOS DE LA NUTRICION;Z13
Z133;EXAMEN DE PESQUISA ESPECIAL PARA TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;Z13
Z134;EXAMEN DE PESQUISA ESPECIAL PARA CIERTOS TRASTORNOS DEL DESARROLLO EN EL NIÑO;Z13
Z135;EXAMEN DE PESQUISA ESPECIAL PARA TRASTORNOS DEL OJO Y DEL OIDO;Z13
Z136;EXAMEN DE PESQUISA ESPECIAL PARA TRASTORNOS CARDIOVASCULARES;Z13
Z137;EXAMEN DE PESQUISA ESPECIAL PARA MALFORMACIONES CONGENITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS;Z13
Z138;EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES Y TRASTORNOS ESPECIFICADOS;Z13
Z139;EXAMEN DE PESQUISA ESPECIAL, NO ESPECIFICADO;Z13
Z20;CONTACTO CON Y EXPOSICION A ENFERMEDADES TRANSMISIBLES;NULL
Z200;CONTACTO CON Y EXPOSICION A ENFERMEDADES INFECCIOSAS INTESTINALES;Z20
Z201;CONTACTO CON Y EXPOSICION A TUBERCULOSIS;Z20
Z202;CONTACTO CON Y EXPOSICION A ENFERMEDADES INFECCIOSAS CON UN MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;Z20
Z203;CONTACTO CON Y EXPOSICION A RABIA;Z20
Z204;CONTACTO CON Y EXPOSICION A RUBEOLA;Z20
Z205;CONTACTO CON Y EXPOSICION A HEPATITIS VIRAL;Z20
Z206;CONTACTO CON Y EXPOSICION AL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH];Z20
Z207;CONTACTO CON Y EXPOSICION A PEDICULOSIS, ACARIASIS Y OTRAS INFESTACIONES;Z20
Z208;CONTACTO CON Y EXPOSICION A OTRAS ENFERMEDADES TRANSMISIBLES;Z20
Z209;CONTACTO CON Y EXPOSICION A ENFERMEDADES TRANSMISIBLES NO ESPECIFICADAS;Z20
Z21;ESTADO DE INFECCION ASINTOMATICA POR EL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH];NULL
Z22;PORTADOR DE ENFERMEDAD INFECCIOSA;NULL
Z220;PORTADOR DE FIEBRE TIFOIDEA;Z22
Z221;PORTADOR DE OTRAS ENFERMEDADES INFECCIOSAS INTESTINALES;Z22
Z222;PORTADOR DE DIFTERIA;Z22
Z223;PORTADOR DE OTRAS ENFERMEDADES BACTERIANAS ESPECIFICADAS;Z22
Z224;PORTADOR DE ENFERMEDADES INFECCIOSAS CON UN MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL;Z22
Z225;PORTADOR DE HEPATITIS VIRAL;Z22
Z226;PORTADOR DE ENFERMEDAD INFECCIOSA DEBIDA AL VIRUS HUMANO T-LINFOTROPICO TIPO 1 [VHTL-1];Z22
Z228;PORTADOR DE OTRAS ENFERMEDADES INFECCIOSAS;Z22
Z229;PORTADOR DE ENFERMEDAD INFECCIOSA NO ESPECIFICADA;Z22
Z23;NECESIDAD DE INMUNIZACION CONTRA ENFERMEDAD BACTERIANA UNICA;NULL
Z230;NECESIDAD DE INMUNIZACION SOLO CONTRA EL COLERA;Z23
Z231;NECESIDAD DE INMUNIZACION SOLO CONTRA LA TIFOIDEA - PARATIFOIDEA [TAB];Z23
Z232;NECESIDAD DE INMUNIZACION CONTRA LA TUBERCULOSIS [BCG];Z23
Z233;NECESIDAD DE INMUNIZACION CONTRA LA PESTE;Z23
Z234;NECESIDAD DE INMUNIZACION CONTRA LA TULAREMIA;Z23
Z235;NECESIDAD DE INMUNIZACION SOLO CONTRA EL TETANOS;Z23
Z236;NECESIDAD DE INMUNIZACION SOLO CONTRA LA DIFTERIA;Z23
Z237;NECESIDAD DE INMUNIZACION SOLO CONTRA LA TOS FERINA;Z23
Z238;NECESIDAD DE INMUNIZACION SOLO CONTRA OTRA ENFERMEDAD BACTERIANA;Z23
Z24;NECESIDAD DE INMUNIZACION CONTRA CIERTAS ENFERMEDADES VIRALES;NULL
Z240;NECESIDAD DE INMUNIZACION CONTRA LA POLIOMIELITIS;Z24
Z241;NECESIDAD DE INMUNIZACION CONTRA LA ENCEFALITIS VIRAL TRANSMITIDA POR ARTROPODOS;Z24
Z242;NECESIDAD DE INMUNIZACION CONTRA LA RABIA;Z24
Z243;NECESIDAD DE INMUNIZACION CONTRA LA FIEBRE AMARILLA;Z24
Z244;NECESIDAD DE INMUNIZACION SOLO CONTRA EL SARAMPION;Z24
Z245;NECESIDAD DE INMUNIZACION SOLO CONTRA LA RUBEOLA;Z24
Z246;NECESIDAD DE INMUNIZACION CONTRA LA HEPATITIS VIRAL;Z24
Z25;NECESIDAD DE INMUNIZACION CONTRA OTRAS ENFERMEDADES VIRALES UNICAS;NULL
Z250;NECESIDAD DE INMUNIZACION SOLO CONTRA LA PAROTIDITIS;Z25
Z251;NECESIDAD DE INMUNIZACION CONTRA LA INFLUENZA [GRIPE];Z25
Z258;NECESIDAD DE INMUNIZACION CONTRA OTRAS ENFERMEDADES VIRALES UNICAS ESPECIFICADAS;Z25
Z26;NECESIDAD DE INMUNIZACION CONTRA OTRAS ENFERMEDADES INFECCIOSAS UNICAS;NULL
Z260;NECESIDAD DE INMUNIZACION CONTRA LA LEISHMANIASIS;Z26
Z268;NECESIDAD DE INMUNIZACION CONTRA OTRAS ENFERMEDADES INFECCIOSAS UNICAS ESPECIFICADAS;Z26
Z269;NECESIDAD DE INMUNIZACION CONTRA ENFERMEDAD INFECCIOSA NO ESPECIFICADAS;Z26
Z27;NECESIDAD DE INMUNIZACION CONTRA COMBINACION DE ENFERMEDADES INFECCIOSAS;NULL
Z270;NECESIDAD DE INMUNIZACION CONTRA EL COLERA Y LA TIFOIDEA - PARATIFOIDEA [COLERA + TAB];Z27
Z271;NECESIDAD DE INMUNIZACION CONTRA DIFTERIA - PERTUSSIS - TETANOS COMBINADOS [DPT];Z27
Z272;NECESIDAD DE INMUNIZACION CONTRA DIFTERIA - PERTUSSIS - TETANOS Y TIFOIDEA - PARATIFOIDEA [DPT + TAB];Z27
Z273;NECESIDAD DE INMUNIZACION CONTRA DIFTERIA - PERTUSSIS - TETANOS Y POLIOMIELITIS [DPT + POLIO]];Z27
Z274;NECESIDAD DE INMUNIZACION CONTRA SARAMPION - PAROTIDITIS - RUBEOLA [SPR] [MMR];Z27
Z278;NECESIDAD DE INMUNIZACION CONTRA OTRAS COMBINACIONES DE ENFERMEDADES INFECCIOSAS;Z27
Z279;NECESIDAD DE INMUNIZACION CONTRA COMBINACIONES NO ESPECIFICADAS DE ENFERMEDADES INFECCIOSAS;Z27
Z28;INMUNIZACION NO REALIZADA;NULL
Z280;INMUNIZACION NO REALIZADA POR CONTRAINDICACION;Z28
Z281;INMUNIZACION NO REALIZADA POR DECISION DEL PACIENTE, POR MOTIVOS DE CREENCIA O PRESION DEL GRUPO;Z28
Z282;INMUNIZACION NO REALIZADA POR DECISION DEL PACIENTE, POR OTRAS RAZONES Y LAS NO ESPECIFICADAS;Z28
Z288;INMUNIZACION NO REALIZADA POR OTRAS RAZONES;Z28
Z289;INMUNIZACION NO REALIZADA POR RAZON NO ESPECIFICADA;Z28
Z29;NECESIDAD DE OTRAS MEDIDAS PROFILACTICAS;NULL
Z290;AISLAMIENTO;Z29
Z291;INMUNOTERAPIA PROFILACTICA;Z29
Z292;OTRA QUIMIOTERAPIA PROFILACTICA;Z29
Z298;OTRAS MEDIDAS PROFILACTICAS ESPECIFICADAS;Z29
Z299;MEDIDA PROFILACTICA NO ESPECIFICADA;Z29
Z30;ATENCION PARA LA ANTICONCEPCION;NULL
Z300;CONSEJO Y ASESORAMIENTO GENERAL SOBRE LA ANTICONCEPCION;Z30
Z301;INSERCION DE DISPOSITIVO ANTICONCEPTIVO (INTRAUTERINO);Z30
Z302;ESTERILIZACION;Z30
Z303;EXTRACCION MENSTRUAL;Z30
Z304;SUPERVISION DEL USO DE DROGAS ANTICONCEPTIVAS;Z30
Z305;SUPERVISION DEL USO DE DISPOSITIVO ANTICONCEPTIVO (INTRAUTERINO);Z30
Z308;OTRAS ATENCIONES ESPECIFICADAS PARA LA ANTICONCEPCION;Z30
Z309;ASISTENCIA PARA LA ANTICONCEPCION, NO ESPECIFICADA;Z30
Z31;ATENCION PARA LA PROCREACION;NULL
Z310;TUBOPLASTIA O VASOPLASTIA POSTERIOR A ESTERILIZACION;Z31
Z311;INSEMINACION ARTIFICIAL;Z31
Z312;FECUNDACION IN VITRO;Z31
Z313;OTROS METODOS DE ATENCION PARA LA FECUNDACION;Z31
Z314;INVESTIGACION Y PRUEBA PARA LA PROCREACION;Z31
Z315;ASESORAMIENTO GENETICO;Z31
Z316;CONSEJO Y ASESORAMIENTO GENERAL SOBRE LA PROCREACION;Z31
Z318;OTRA ATENCION ESPECIFICADA PARA LA PROCREACION;Z31
Z319;ATENCION NO ESPECIFICADA RELACIONADA CON LA PROCREACION;Z31
Z32;EXAMEN Y PRUEBA DEL EMBARAZO;NULL
Z320;EMBARAZO (AUN) NO CONFIRMADO;Z32
Z321;EMBARAZO CONFIRMADO;Z32
Z33;ESTADO DE EMBARAZO, INCIDENTAL;NULL
Z34;SUPERVISION DE EMBARAZO NORMAL;NULL
Z340;SUPERVISION DE PRIMER EMBARAZO NORMAL;Z34
Z348;SUPERVISION DE OTROS EMBARAZOS NORMALES;Z34
Z349;SUPERVISION DE EMBARAZO NORMAL NO ESPECIFICADO;Z34
Z35;SUPERVISION DE EMBARAZO DE ALTO RIESGO;NULL
Z350;SUPERVISION DE EMBARAZO CON HISTORIA DE ESTERILIDAD;Z35
Z351;SUPERVISION DE EMBARAZO CON HISTORIA DE ABORTO;Z35
Z352;SUPERVISION DE EMBARAZO CON OTRO RIESGO EN LA HISTORIA OBSTETRICA O REPRODUCTIVA;Z35
